Functional_Area;Operating_Company;Service_Type;Ticket_Category;Ticket_Resolution;IRIS.Incident.Number;Priority;Prediction
SEC;SYN;SEC;INC;OK;INC000015763054;Priority 4;NA
SEC;EDS;SEC;INC;OK;INC000015763058;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015763131;Priority 3;NA
SCH;812;SCH;INC;OK;INC000015763140;Priority 4;NA
SEC;SYN;SEC;INC;Defect;INC000015763238;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015763252;Priority 3;NA
BWI;BWI;FUN;INC;Defect;INC000015763279;Priority 3;NA
FUN;DXE;FUN;INC;OK;INC000015763391;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015763486;Priority 4;NA
CNC;LAT;CNC;INC;OK;INC000015763778;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015763966;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015763982;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015764056;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015764101;Priority 3;NA
FUN;LAT;FUN;INC;OK;INC000015764150;Priority 4;NA
FIN;LAT;FUN;INC;OK;INC000015764206;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015764749;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015764784;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015764904;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015765009;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015765093;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015765197;Priority 3;NA
FUN;BWI;FUN;INC;Defect;INC000015765222;Priority 4;NA
APS;ETH;APS;INC;OK;INC000015765821;Priority 4;NA
L1;LFS;CNC;INC;OK;INC000015765824;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015766432;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015766441;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015766795;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015767027;Priority 4;NA
FIN;DCF;FUN;INC;OK;INC000015767058;Priority 4;NA
FUN;EDS;FUN;INC;OK;INC000015767062;Priority 4;NA
FUN;DXE;FUN;INC;OK;INC000015767080;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015767191;Priority 3;NA
FUN;MNT;FUN;INC;OK;INC000015767209;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015767287;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015767363;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015767424;Priority 3;NA
FUN;LAT;FUN;INC;OK;INC000015767604;Priority 3;NA
APS;ETH;APS;INC;OK;INC000015767740;Priority 4;NA
DCF;DCF;FUN;INC;OK;INC000015768054;Priority 3;NA
CNC;812;CNC;INC;OK;INC000015768149;Priority 4;NA
FIN;DCF;FUN;INC;OK;INC000015768222;Priority 4;NA
FUN;EES;FUN;INC;OK;INC000015768333;Priority 4;NA
SEC;EDS;SEC;INC;OK;INC000015768580;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015768810;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015768835;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015769107;Priority 4;NA
FUN;LAT;FUN;SR;OK;INC000015769331;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015769334;Priority 4;NA
DCF;DCF;FUN;INC;OK;INC000015769386;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015769433;Priority 3;NA
FUN;LAT;FUN;INC;OK;INC000015769568;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015769655;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015769661;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015769714;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015769959;Priority 3;NA
FUN;DXE;FUN;INC;OK;INC000015769970;Priority 3;NA
FUN;ETH;FUN;INC;OK;INC000015769998;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015770070;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015770327;Priority 4;NA
FUN;LAT;FUN;SR;OK;INC000015770523;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015770781;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015770809;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015770822;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015770954;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015772238;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015772448;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015772543;Priority 4;NA
FIN;DCF;FUN;INC;OK;INC000015772598;Priority 4;NA
FUN;EDS;FUN;INC;OK;INC000015772796;Priority 3;NA
FUN;DCF;SEC;SR;Defect;INC000015772843;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015772859;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015772924;Priority 3;NA
FIN;DXE;FUN;INC;OK;INC000015773161;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015773301;Priority 4;NA
LAT;LAT;FUN;INC;OK;INC000015773304;Priority 3;NA
FUN;LAT;FUN;INC;OK;INC000015773381;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015773419;Priority 3;NA
FUN;EES;FUN;INC;OK;INC000015773596;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015773661;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015773672;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015773687;Priority 4;NA
FUN;ETH;FUN;INC;Defect;INC000015773747;Priority 4;NA
APS;ETH;APS;INC;OK;INC000015773813;Priority 4;NA
FUN;DXE;FUN;INC;OK;INC000015773937;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015773953;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015773962;Priority 3;NA
L1;MNT;MON;SR;OK;INC000015773964;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015774230;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015774241;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015774258;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015774279;Priority 3;NA
APS;DCF;APS;INC;OK;INC000015774364;Priority 4;NA
FUN;EDS;FUN;INC;OK;INC000015774389;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015774991;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015775019;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015775131;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015775172;Priority 4;NA
FUN;BWI;FUN;INC;Defect;INC000015775227;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015775295;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015775331;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015775348;Priority 4;NA
FIN;DXE;FUN;INC;OK;INC000015775360;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015775406;Priority 3;NA
FIN;DXE;FUN;INC;OK;INC000015775435;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015775583;Priority 3;NA
FIN;LAT;FUN;INC;OK;INC000015775617;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015775652;Priority 4;NA
L1;MNT;MON;SR;OK;INC000015775884;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015775921;Priority 3;NA
FUN;ETH;FUN;INC;OK;INC000015776015;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015776187;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015776343;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015776365;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015776465;Priority 3;NA
FUN;LAT;FUN;INC;OK;INC000015776481;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015776573;Priority 3;NA
FUN;LAT;FUN;INC;OK;INC000015776656;Priority 3;NA
APS;DCF;APS;INC;OK;INC000015776782;Priority 4;NA
FUN;MNT;FUN;INC;OK;INC000015777192;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015777196;Priority 4;NA
FUN;MNT;FUN;INC;OK;INC000015777380;Priority 3;NA
OPS;EDS;OPS;HK;OK;INC000015777554;Priority 3;NA
APS;DCF;APS;INC;OK;INC000015777643;Priority 4;NA
L1;MNT;MON;SR;OK;INC000015777663;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015778003;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015778007;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015778211;Priority 3;NA
FIN;DCF;FUN;INC;OK;INC000015778293;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015778295;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015778355;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015778480;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015778499;Priority 4;NA
SEC;DCF;SEC;SR;OK;INC000015778857;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015778896;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015779008;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015779081;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015779224;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015779242;Priority 3;NA
FUN;EDS;FUN;INC;OK;INC000015779251;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015779267;Priority 4;NA
FIN;DCF;FUN;INC;OK;INC000015779281;Priority 4;NA
CNC;DCF;CNC;INC;OK;INC000015779467;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015779469;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015779514;Priority 3;NA
FUN;812;FUN;INC;Defect;INC000015779517;Priority 4;NA
FUN;WS;FUN;INC;OK;INC000015779538;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015779604;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015779611;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015780001;Priority 4;NA
FIN;812;INS;INC;OK;INC000015780016;Priority 4;NA
FIN;812;INS;INC;OK;INC000015780063;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015780101;Priority 4;NA
OPS;WS;OPS;INC;OK;INC000015780194;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015780196;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015780334;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015780355;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015780509;Priority 3;NA
FUN;MNT;FUN;INC;OK;INC000015780635;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015780720;Priority 3;NA
FUN;LAT;FUN;INC;OK;INC000015780894;Priority 3;NA
FIN;812;INS;INC;OK;INC000015780954;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015780955;Priority 3;NA
FUN;LAT;FUN;INC;OK;INC000015781023;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015781039;Priority 4;NA
FIN;LAT;FUN;INC;OK;INC000015781253;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015781279;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015781459;Priority 3;NA
FUN;LAT;FUN;INC;OK;INC000015781738;Priority 2;NA
SEC;SYN;SEC;INC;OK;INC000015781776;Priority 3;NA
L1;DCF;CNC;INC;OK;INC000015781882;Priority 4;NA
FIN;DCF;FUN;INC;OK;INC000015781939;Priority 4;NA
L1;ETH;CNC;INC;OK;INC000015781984;Priority 4;NA
SEC;DCF;SEC;SR;Defect;INC000015782216;Priority 4;NA
SEC;DCF;SEC;SR;OK;INC000015782223;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015782459;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015783130;Priority 2;NA
APS;ETH;APS;INC;OK;INC000015783131;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015783258;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015783377;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015783503;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015783542;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015783583;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015783607;Priority 3;NA
FUN;EMS;FUN;INC;OK;INC000015783708;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015783758;Priority 3;NA
CNC;MNT;CNC;INC;OK;INC000015783944;Priority 3;NA
L1;812;CNC;INC;OK;INC000015784063;Priority 3;NA
DCF;DCF;FUN;INC;OK;INC000015784120;Priority 3;NA
CNC;812;CNC;INC;OK;INC000015784540;Priority 3;NA
FUN;EES;FUN;INC;OK;INC000015784849;Priority 4;NA
FUN;DCF;FUN;SR;OK;INC000015784888;Priority 4;NA
SEC;812;SEC;INC;OK;INC000015785208;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015785242;Priority 4;NA
OPS;WS;OPS;HK;OK;INC000015785246;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015785374;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015785514;Priority 4;NA
L1;812;MON;INC;OK;INC000015785564;Priority 3;NA
CNC;BWI;CNC;INC;OK;INC000015785565;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015785610;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015785733;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015786218;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015786278;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015786324;Priority 3;NA
FIN;MNT;FUN;INC;OK;INC000015786326;Priority 4;NA
CNC;LAT;CNC;INC;OK;INC000015786407;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015786433;Priority 3;NA
FUN;ETH;FUN;INC;OK;INC000015786488;Priority 3;NA
CNC;812;CNC;INC;OK;INC000015786532;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015786735;Priority 4;NA
FUN;DXE;FUN;INC;OK;INC000015786762;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015786972;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015786983;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015787120;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015787122;Priority 3;NA
FUN;LAT;FUN;INC;OK;INC000015787283;Priority 3;NA
FUN;LAT;FUN;INC;OK;INC000015787371;Priority 3;NA
FUN;MNT;FUN;INC;OK;INC000015787381;Priority 3;NA
FIN;LAT;FUN;INC;OK;INC000015787382;Priority 4;NA
OPS;EMS;OPS;HK;OK;INC000015787619;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015787894;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015787898;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015787912;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015787958;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015787970;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015787977;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015788032;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015788078;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015788091;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015788158;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015788181;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015788327;Priority 4;NA
FUN;MNT;FUN;INC;OK;INC000015788366;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015788495;Priority 3;NA
OPS;WS;OPS;HK;OK;INC000015788829;Priority 3;NA
OPS;EDS;OPS;HK;OK;INC000015788837;Priority 3;NA
APS;DCF;APS;INC;OK;INC000015788845;Priority 4;NA
OPS;EDS;OPS;HK;OK;INC000015788984;Priority 4;NA
OPS;EMS;OPS;HK;OK;INC000015789004;Priority 3;NA
OPS;EMS;OPS;HK;OK;INC000015789006;Priority 3;NA
APS;ETH;APS;INC;OK;INC000015789257;Priority 4;NA
APS;ETH;APS;INC;OK;INC000015789258;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015789658;Priority 3;NA
L1;ETH;CNC;INC;OK;INC000015790044;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015790594;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015790770;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015790774;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015790861;Priority 4;NA
FIN;DCF;FUN;INC;OK;INC000015790866;Priority 3;NA
L1;812;MON;SR;OK;INC000015790889;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015790997;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015791157;Priority 3;NA
CNC;812;CNC;INC;OK;INC000015791198;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015791271;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015791283;Priority 3;NA
SEC;EMS;SEC;INC;OK;INC000015791449;Priority 3;NA
FIN;DXE;FUN;SR;OK;INC000015791517;Priority 3;NA
CNC;812;L1 ;INC;OK;INC000015791531;Priority 4;NA
L1;812;MON;INC;OK;INC000015791532;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015791571;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015791736;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015791855;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015791857;Priority 3;NA
DCF;DCF;FUN;SR;OK;INC000015792043;Priority 3;NA
CNC;812;CNC;INC;OK;INC000015792072;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015792097;Priority 4;NA
FUN;DXE;FUN;INC;OK;INC000015792172;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015792408;Priority 4;NA
FIN;DCF;FUN;INC;OK;INC000015792418;Priority 3;NA
CNC;812;CNC;INC;OK;INC000015792487;Priority 4;NA
FIN;DXE;FUN;INC;OK;INC000015792694;Priority 4;NA
TEC;DCF;FUN;INC;OK;INC000015792755;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015792801;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015792843;Priority 3;NA
FIN;DXE;FUN;INC;OK;INC000015792894;Priority 4;NA
TEC;DCF;FUN;INC;OK;INC000015792911;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015792956;Priority 4;NA
TEC;DCF;FUN;INC;OK;INC000015792989;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015793049;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015793118;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015793140;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015793160;Priority 4;NA
CNC;DCF;CNC;INC;OK;INC000015793187;Priority 3;NA
FUN;EES;FUN;INC;OK;INC000015793431;Priority 4;NA
TEC;DCF;FUN;INC;OK;INC000015793432;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015793605;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015793699;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015793749;Priority 3;NA
APS;DCF;APS;INC;OK;INC000015793816;Priority 4;NA
TEC;DCF;FUN;INC;OK;INC000015793875;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015794049;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015794077;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015794114;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015794216;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015794283;Priority 3;NA
APS;ETH;APS;INC;OK;INC000015794306;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015794496;Priority 3;NA
FUN;ETH;FUN;INC;OK;INC000015794668;Priority 4;NA
FUN;EES;FUN;INC;OK;INC000015794821;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015794847;Priority 4;NA
L1;MNT;CNC;INC;OK;INC000015794951;Priority 4;NA
FIN;MNT;FUN;INC;OK;INC000015795447;Priority 4;NA
CNC;ETH;L1 ;INC;OK;INC000015795646;Priority 3;NA
FUN;MNT;FUN;INC;OK;INC000015795735;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015795952;Priority 4;NA
L1;MNT;MON;SR;OK;INC000015796053;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015796543;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015796589;Priority 4;NA
TEC;DCF;FUN;INC;OK;INC000015796652;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015796876;Priority 4;NA
FIN;DXE;FUN;SR;OK;INC000015796932;Priority 3;NA
FUN;DXE;FUN;INC;OK;INC000015796988;Priority 3;NA
FIN;DXE;FUN;INC;OK;INC000015797027;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015797414;Priority 4;NA
APS;ETH;APS;INC;OK;INC000015797424;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015797496;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015797529;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015797561;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015797646;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015797694;Priority 4;NA
TEC;DCF;FUN;INC;OK;INC000015797730;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015797735;Priority 3;NA
FUN;EES;FUN;INC;OK;INC000015797739;Priority 4;NA
OPS;EMS;OPS;INC;OK;INC000015797848;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015798041;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015798122;Priority 4;NA
FIN;DXE;FUN;SR;OK;INC000015798218;Priority 3;NA
FUN;WS;FUN;INC;OK;INC000015798467;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015798612;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015798627;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015798708;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015798874;Priority 3;NA
APS;ETH;APS;INC;OK;INC000015798969;Priority 4;NA
SEC;BWI;SEC;INC;OK;INC000015799067;Priority 4;NA
FIN;812;FUN;INC;Defect;INC000015799132;Priority 4;NA
L1;LAT;CNC;INC;OK;INC000015799489;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015799617;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015799805;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015799862;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015799977;Priority 3;NA
DCF;DCF;FUN;INC;OK;INC000015800048;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015800162;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015800285;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015800399;Priority 4;NA
TEC;DCF;FUN;INC;OK;INC000015800779;Priority 3;NA
CNC;BWI;CNC;INC;OK;INC000015800952;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015800984;Priority 3;NA
APS;DCF;APS;INC;OK;INC000015801654;Priority 4;NA
L1;ETH;CNC;INC;OK;INC000015801663;Priority 4;NA
FUN;DXE;FUN;INC;OK;INC000015801817;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015801927;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015802052;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015802100;Priority 4;NA
L1;812;MON;SR;OK;INC000015802371;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015802570;Priority 4;NA
FIN;DXE;FUN;SR;OK;INC000015802662;Priority 3;NA
SEC;WS;SEC;INC;OK;INC000015803019;Priority 3;NA
LAT;LAT;FUN;INC;OK;INC000015803068;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015803160;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015803173;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015803343;Priority 3;NA
L1;DPY;MON;SR;OK;INC000015803399;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015803423;Priority 3;NA
SEC;812;SEC;INC;OK;INC000015803527;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015803754;Priority 4;NA
FIN;DCF;FUN;SR;OK;INC000015804131;Priority 4;NA
FUN;DXE;FUN;INC;OK;INC000015804218;Priority 3;NA
FUN;DXE;FUN;INC;OK;INC000015804229;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015804306;Priority 3;NA
CNC;812;CNC;INC;OK;INC000015804505;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015804648;Priority 3;NA
CNC;ETH;CNC;INC;OK;INC000015804996;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015805108;Priority 4;NA
SEC;DCF;SEC;SR;OK;INC000015805177;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015805299;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015805317;Priority 3;NA
FUN;LAT;FUN;SR;OK;INC000015805471;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015805521;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015805538;Priority 4;NA
LAT;LAT;FUN;INC;OK;INC000015805540;Priority 4;NA
FUN;EES;FUN;INC;OK;INC000015805575;Priority 4;NA
APS;ETH;APS;INC;OK;INC000015805821;Priority 4;NA
L1;MNT;MON;SR;OK;INC000015805939;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015805988;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015806255;Priority 4;NA
DBA;812;DBA;INC;OK;INC000015806391;Priority 3;NA
DCF;DCF;FUN;SR;OK;INC000015807013;Priority 3;NA
SEC;ETH;SEC;INC;OK;INC000015807064;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015807162;Priority 4;NA
FUN;DXE;FUN;INC;OK;INC000015807368;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015807664;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015807725;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015807746;Priority 3;NA
OPS;EMS;OPS;INC;OK;INC000015807755;Priority 4;NA
FIN;DCF;FUN;INC;OK;INC000015807798;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015807825;Priority 4;NA
TEC;DCF;FUN;INC;OK;INC000015807849;Priority 3;NA
CNC;812;CNC;INC;OK;INC000015807870;Priority 3;NA
APS;ETH;APS;INC;OK;INC000015808076;Priority 4;NA
TEC;DCF;FUN;INC;OK;INC000015808100;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015808142;Priority 3;NA
FUN;DXE;FUN;INC;OK;INC000015808329;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015808501;Priority 3;NA
FUN;ETH;FUN;INC;OK;INC000015808751;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015808789;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015808951;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015809067;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015809082;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015809110;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015809216;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015809388;Priority 3;NA
APS;DCF;APS;INC;OK;INC000015809447;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015809453;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015809457;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015809521;Priority 4;NA
SEC;EDS;SEC;INC;OK;INC000015809589;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015809845;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015809967;Priority 3;NA
FUN;ETH;FUN;INC;OK;INC000015810012;Priority 3;NA
